Ntime,time,Close Price,Open Price,High Price,Low Price,Volume,MACD,CCI,ATR,BOLL,EMA20,MA10,MTM6,MA5,MTM12,ROC,SMI,WVAD,US Dollar Index,Federal Fund Rate
20121114,735187,1355.49,1374.64,1380.13,1352.5,410951,-17.26201452,-151.4428978,27.63,1418.460385,1404.281803,1394.938,-72.9,1373.482,-57.48,-3.998045243,-0.050504697,-15404221.74,81.13,0.16
20121115,735188,1353.33,1355.41,1360.62,1348.05,392887,-19.10214624,-142.0786361,12.57,1414.516154,1399.42925,1387.512,-41.2,1368.646,-58.61,-4.151026248,-0.043042003,-12995162.54,81.03,0.16
20121116,735189,1359.88,1353.36,1362.03,1343.35,404591,-19.80364948,-114.2492882,18.68,1411.377692,1395.662655,1382.08,-17.63,1364.652,-52.28,-3.70213007,-0.040486573,-10062872.8,81.2,0.16
20121119,735192,1386.89,1359.88,1386.89,1359.88,337480,-17.97293379,-40.25384255,27.01,1409.621154,1394.827164,1379.043,7.04,1366.024,-40.7,-2.850958609,-0.02905369,-2734427.269,80.85,0.16
20121120,735193,1387.81,1386.82,1389.77,1377.04,320716,-16.26040231,-14.13734536,12.73,1407.889231,1394.158863,1374.985,7.78,1368.68,-26.39,-1.866072691,-0.004818828,-6297477.488,80.89,0.16
20121121,735194,1391.03,1387.79,1391.25,1386.39,266709,-14.47650554,10.56493251,4.86,1406.444615,1393.860876,1374.635,16.5,1375.788,-26.23,-1.850754272,0.009719417,-8353466.229,80.92,0.16
20121123,735196,1409.15,1391.03,1409.16,1391.03,150496,-11.46842111,74.48272773,18.13,1405.253077,1395.316983,1377.799,55.82,1386.952,-19.24,1.048381892,0.020792676,-10108773.47,80.2,0.16
20121126,735199,1406.29,1409.15,1409.15,1397.68,294896,-9.209113697,88.08053519,11.47,1403.382692,1396.362032,1380.443,46.41,1396.234,11.76,2.089277029,0.018673247,-9578852.226,80.18,0.16
20121127,735200,1398.94,1406.29,1409.01,1398.03,332312,-7.920378673,96.5360156,10.98,1400.999231,1396.607553,1382.334,12.05,1398.644,21.43,1.383483712,0.017448926,-5325472.738,80.36,0.16
20121128,735201,1409.93,1398.77,1410.31,1385.43,335925,-5.943730108,97.58610539,24.88,1399.175769,1397.876357,1385.874,22.12,1403.068,30.08,2.166619566,0.038611846,-3081758.85,80.3,0.16
20121129,735202,1415.95,1409.96,1419.7,1409.04,335685,-3.847111089,132.0027863,10.66,1398.512692,1399.597657,1391.92,24.92,1408.052,35.92,3.013393669,0.044224725,4143914.109,80.18,0.16
20121130,735203,1416.18,1415.95,1418.86,1411.63,396600,-2.14227156,110.1140599,7.23,1397.834231,1401.176927,1398.205,25.15,1409.458,41.65,4.477347675,0.039754833,6274977.192,80.23,0.16
20121203,735206,1409.46,1416.34,1423.73,1408.46,307428,-1.318226099,88.49476796,15.27,1397.693846,1401.965791,1403.163,0.31,1410.092,53.97,4.147547161,0.016013225,2814533.61,79.9,0.16
20121204,735207,1407.05,1409.46,1413.14,1403.65,324771,-0.849834629,58.29681468,9.49,1397.628462,1402.450002,1405.179,0.76,1411.714,53.72,3.468688414,0.013673999,1909396.215,79.66,0.17
20121205,735208,1409.28,1407.05,1415.56,1398.23,425392,-0.295284792,50.8864165,17.33,1397.486538,1403.100478,1407.326,10.34,1411.584,49.4,1.614403449,0.012949875,2097717.824,79.84,0.16
20121206,735209,1413.94,1409.43,1413.95,1405.93,322970,0.514294537,62.32704569,8.02,1397.563462,1404.132813,1409.617,4.01,1411.182,27.05,1.882822577,0.003387697,-791893.1636,80.23,0.16
20121207,735210,1418.07,1413.95,1420.34,1410.9,312516,1.472178119,95.02208721,9.44,1397.790769,1405.460164,1410.509,2.12,1411.56,30.26,1.943883309,0.008307065,5075012.816,80.41,0.16
20121210,735213,1418.55,1418.07,1421.64,1415.64,299943,2.244170349,104.6215455,6,1397.443077,1406.706815,1411.735,2.37,1413.378,27.52,1.978390114,0.013823975,4183133.345,80.32,0.16
20121211,735214,1427.84,1418.55,1434.27,1418.55,365023,3.564515596,159.9700711,15.72,1397.967692,1408.7195,1414.625,18.38,1417.536,18.69,1.326331476,0.012543422,3833234.833,80.05,0.17
20121212,735215,1428.48,1427.84,1438.59,1426.76,370905,4.609406993,175.9883591,11.83,1398.399231,1410.601452,1416.48,21.43,1421.376,22.19,1.577910673,0.008771561,9953941.527,79.86,0.17
20121213,735216,1419.45,1428.48,1431.36,1416,334996,4.655183365,80.36928723,15.36,1398.055385,1411.444171,1416.83,10.17,1422.478,20.51,1.466110055,0.002303709,11372946.95,79.92,0.16
20121214,735217,1413.58,1419.45,1419.45,1411.88,321017,4.169735412,3.070141775,7.57,1398.788077,1411.647583,1416.57,-0.36,1421.58,3.65,0.2588781,0.002914586,6638062.611,79.57,0.17
20121217,735220,1430.36,1413.54,1430.67,1413.54,345561,5.080455844,93.91412668,17.13,1400.820769,1413.429718,1418.66,12.29,1423.942,14.41,1.017691303,0.016296597,12198946.96,79.57,0.16
20121218,735221,1446.79,1430.47,1448,1430.47,430224,7.046741585,205.8069375,17.64,1403.395385,1416.606888,1422.634,28.24,1427.732,30.61,2.161448403,0.025926361,19925267.37,79.33,0.17
20121219,735222,1435.81,1446.79,1447.75,1435.8,386980,7.631076664,143.7513947,11.95,1405.540769,1418.435756,1425.287,7.97,1429.198,26.35,1.869510309,0.01523182,19278127.63,79.35,0.17
20121220,735223,1443.69,1435.81,1443.7,1432.82,368658,8.630529199,118.4339009,10.88,1408.200769,1420.840922,1428.262,15.21,1434.046,36.64,2.604029708,0.017746192,23980546.74,79.24,0.17
20121221,735224,1430.15,1443.67,1443.67,1422.58,522916,8.235108488,55.20071077,21.11,1411.072308,1421.727501,1429.47,10.7,1437.36,20.87,1.480898047,0.008111037,11329877.37,79.58,0.17
20121224,735227,1426.66,1430.15,1430.15,1424.66,124896,7.553053988,13.56756219,5.49,1413.892692,1422.197263,1430.281,13.08,1436.62,12.72,0.899613845,-0.000826423,4303368.827,79.66,0.18
20121226,735229,1419.83,1426.66,1429.42,1416.43,228503,6.38776281,-38.53777151,12.99,1416.198462,1421.971809,1429.48,-26.96,1431.228,1.76,0.090232984,-0.006055388,2037242.706,79.6,0.17
20121227,735230,1418.1,1419.83,1422.8,1401.8,283018,5.263984676,-109.0595921,21,1417.398846,1421.603065,1428.442,-17.71,1427.686,-0.45,-0.68214926,-0.000951073,-935754.3098,79.65,0.17
20121228,735231,1402.43,1418.1,1418.1,1401.58,242668,3.073514802,-150.958655,16.52,1417.961154,1419.777059,1426.74,-41.26,1419.434,-25.41,-1.823616711,-0.007887774,-7127959.805,79.68,0.17
20121231,735234,1426.19,1402.43,1426.74,1398.11,320433,3.217693508,-70.68914522,28.63,1419.313462,1420.387815,1428.001,-3.96,1418.642,-2.29,0.474831801,-0.00291535,-1010371.676,79.76,0.09
20130102,735236,1462.42,1426.19,1462.43,1426.19,420260,6.18412761,151.5758795,36.24,1421.362308,1424.390881,1431.207,32.27,1425.794,42.97,3.027228856,0.010687764,9168144.538,79.82,0.17
20130103,735237,1459.37,1462.42,1465.47,1455.53,382973,8.19447766,164.2764266,9.94,1423.403846,1427.722225,1432.465,29.22,1433.702,45.79,2.812356899,0.016143953,4968724.68,80.43,0.17
20130104,735238,1466.47,1459.37,1467.94,1458.99,342429,10.24253565,147.2496607,8.95,1426.001154,1431.412489,1435.531,39.81,1443.376,36.11,3.741563972,0.015533901,5986369.351,80.5,0.16
20130107,735241,1461.89,1466.47,1466.47,1456.62,330497,11.3650593,112.503447,9.85,1427.999615,1434.31511,1437.351,35.23,1455.268,15.1,2.204340166,0.02171162,3527660.083,80.22,0.16
20130108,735242,1457.15,1461.89,1461.89,1451.64,360160,11.7368934,79.67831296,10.25,1429.584231,1436.489861,1440.051,37.32,1461.46,21.34,0.716067985,0.020924407,3390255.719,80.34,0.15
20130109,735243,1461.02,1457.15,1464.73,1457.15,367439,12.20318059,84.81397852,7.58,1431.308846,1438.826065,1443.487,42.92,1461.18,17.33,1.755803344,0.028192633,7248359.052,80.54,0.14
20130110,735244,1472.12,1461.02,1472.3,1461.02,408184,13.31490781,95.26440277,11.28,1433.718846,1441.996916,1448.716,69.69,1463.73,41.97,1.969259329,0.036695378,11818878.6,79.75,0.14
20130111,735245,1472.05,1472.12,1472.75,1467.58,334065,14.02859828,87.92624899,5.17,1436.218846,1444.859114,1454.111,45.86,1464.846,45.39,2.929762612,0.047294589,8926328.481,79.55,0.14
20130114,735248,1470.68,1472.05,1472.05,1465.69,300301,14.31859967,74.07591343,6.36,1438.580385,1447.318246,1460.936,4.21,1466.604,50.85,3.085528437,0.030251312,5832333.041,79.49,0.14
20130115,735249,1472.34,1470.67,1473.31,1463.76,313535,14.51505546,68.71425655,9.55,1440.826538,1449.70127,1465.551,10.45,1469.642,54.24,3.201884121,0.006737574,6281174.814,79.73,0.15
20130116,735250,1472.63,1472.33,1473.96,1467.6,338408,14.52669397,69.33627812,6.36,1442.925,1451.884959,1466.572,15.48,1471.964,70.2,3.718755062,0.009004298,3112756.191,79.79,0.14
20130117,735251,1480.94,1472.63,1485.16,1472.63,370671,15.03317208,102.5828224,12.53,1445.324615,1454.652106,1468.729,19.92,1473.728,54.75,4.431281292,0.009770821,6744549.337,79.67,0.14
20130118,735252,1485.98,1480.95,1485.98,1475.81,379574,15.6607185,126.8111898,10.17,1447.560769,1457.635715,1470.68,13.86,1476.514,23.56,5.957516596,0.016211524,14280470.57,80.05,0.14
20130122,735256,1492.56,1485.98,1492.56,1481.16,357095,16.49881648,174.2207938,11.4,1450.025385,1460.961837,1473.747,21.88,1480.89,33.19,1.779102198,0.023724339,21522334.3,79.85,0.14
20130123,735257,1494.81,1492.56,1496.13,1489.9,355201,17.14691243,175.3885938,6.23,1452.923846,1464.185472,1477.513,22.47,1485.384,28.34,2.251879416,0.02260488,17642989.97,79.91,0.13
20130124,735258,1494.82,1494.81,1502.27,1489.46,369943,17.46007122,142.8213228,12.81,1456.048462,1467.103046,1480.893,22.19,1489.822,32.93,2.585183406,0.015185775,11665611.51,79.97,0.15
20130125,735259,1502.96,1494.82,1503.26,1494.82,347629,18.15579311,136.3589666,8.44,1458.840769,1470.517994,1483.977,22.02,1494.226,45.81,2.870597254,0.020566083,22279310.68,79.75,0.14
20130128,735262,1500.18,1502.96,1503.23,1496.33,338854,18.27220436,112.3271437,6.9,1460.894231,1473.342947,1486.79,14.2,1497.066,39.16,1.906094612,0.019664307,16539557.17,79.79,0.14
20130129,735263,1507.84,1500.18,1509.35,1498.09,394964,18.76623363,119.7525165,11.26,1463.664615,1476.62838,1490.506,21.86,1500.122,35.72,2.431303285,0.023543612,30078638.75,79.53,0.12
20130130,735264,1501.96,1507.84,1509.94,1500.11,372681,18.47037356,97.71095039,9.83,1465.905769,1479.040916,1493.468,9.4,1501.552,29.91,2.126907281,0.019527817,28228423.22,79.26,0.12
20130131,735265,1498.11,1501.96,1504.19,1496.76,399988,17.72096327,65.68834812,7.43,1468.519615,1480.857019,1496.016,3.3,1502.21,27.43,1.750275072,0.011461108,26405948.32,79.24,0.15
20130201,735266,1513.17,1498.11,1514.41,1498.11,383632,18.13323767,102.2899566,16.3,1471.846923,1483.934446,1499.239,18.35,1504.252,40.83,2.752897877,0.0179689,32091641.27,79.21,0.14
20130204,735269,1495.71,1513.17,1513.17,1495.02,339000,16.85677759,54.48211364,18.15,1474.765385,1485.055927,1500.212,-7.25,1503.358,23.08,0.997339528,0.002106023,30407524.67,79.57,0.13
20130205,735270,1511.29,1495.71,1514.96,1495.71,361836,16.907451,88.83412906,19.25,1478.349615,1487.55441,1502.085,11.11,1504.048,30.35,1.703253072,0.010904591,30217088.4,79.52,0.13
20130206,735271,1512.12,1511.29,1512.53,1504.71,361157,16.82068571,104.3793941,7.82,1482.568462,1489.89399,1503.816,4.28,1506.08,26.14,1.759108467,0.011440891,24145611.85,79.76,0.13
20130207,735272,1509.39,1512.12,1512.9,1498.49,361458,16.3432407,75.35074598,14.41,1485.768462,1491.750753,1505.273,7.43,1508.336,16.83,1.127592861,0.004259999,24854928.93,80.22,0.13
20130208,735273,1517.93,1509.39,1518.31,1509.39,298615,16.4641799,151.6502357,8.92,1487.903462,1494.244015,1506.77,19.82,1509.288,23.12,1.546684863,0.011693556,25375505.49,80.23,0.14
20130211,735276,1517.01,1517.93,1518.31,1513.61,268410,16.29791655,146.7771393,4.7,1490.120385,1496.412204,1508.453,18.9,1513.548,22.19,1.485138579,0.006044785,26818267.68,80.36,0.14
20130212,735277,1519.43,1517.01,1522.29,1515.61,341437,16.17497042,153.7727991,6.68,1492.157308,1498.604375,1509.612,21.32,1515.176,16.47,1.647032064,0.011497733,30991189.61,80.04,0.13
20130213,735278,1520.33,1519.43,1524.69,1515.93,338588,15.96610984,140.4088993,8.76,1494.405,1500.673482,1511.449,22.22,1516.818,20.15,1.707240385,0.014615248,29003480.43,80.07,0.14
20130214,735279,1521.38,1520.33,1523.14,1514.02,375974,15.70428334,108.0680107,9.12,1496.875385,1502.645531,1513.776,23.27,1519.216,13.54,1.777483426,0.005396416,24251307.47,80.37,0.14
20130215,735280,1519.79,1521.38,1524.24,1514.14,383851,15.19334482,89.12619904,10.1,1499.135769,1504.278338,1514.438,21.68,1519.588,17.83,1.671115393,0.015844294,23050892.59,80.46,0.16
20130219,735284,1530.94,1519.79,1530.94,1519.79,374891,15.50935202,138.3546651,11.15,1501.398077,1506.817544,1517.961,35.23,1522.374,32.83,1.861659658,0.012835252,29674153.48,80.47,0.15
20130220,735285,1511.95,1530.94,1530.94,1511.41,424057,14.06531946,45.54363434,19.53,1502.932692,1507.306349,1518.027,0.66,1520.878,-1.22,0.784572518,-0.000112425,23179816.28,81.04,0.15
20130221,735286,1502.42,1511.95,1511.95,1497.29,427460,12.01343846,-102.8249007,14.66,1504.153462,1506.840983,1517.057,-9.7,1517.296,6.71,-0.359454584,-0.004617759,19121015.58,81.37,0.16
20130222,735287,1515.6,1502.42,1515.64,1502.42,341932,11.32033012,-29.59939133,13.22,1505.817308,1507.675175,1517.678,6.21,1516.14,4.31,0.908146688,-0.001534985,20226992.86,81.46,0.16
20130225,735290,1487.85,1515.6,1525.84,1487.85,401105,8.434614692,-142.6579199,37.99,1506.402692,1505.787063,1514.67,-30.08,1509.752,-24.27,-0.684862927,-0.019222022,11087551.32,81.8,0.15
20130226,735291,1496.94,1487.85,1498.99,1485.01,397528,6.802733776,-174.2901917,13.98,1507.018077,1504.944485,1512.663,-22.85,1502.952,-12.45,-1.072582724,-0.014801603,11562086.41,81.84,0.14
20130227,735292,1515.99,1496.94,1520.08,1494.88,355185,6.966328685,-24.17844294,25.2,1508.172308,1505.996439,1512.319,-14.95,1503.76,-1.94,1.355877811,-0.002854643,13446397.57,81.54,0.14
20130228,735293,1514.68,1515.99,1525.34,1514.46,391232,6.910611549,41.44968819,10.88,1509.023077,1506.823445,1511.754,2.73,1506.212,-2.33,0.224311681,-0.004403896,12556483.84,81.96,0.14
20130301,735294,1518.2,1514.68,1519.99,1501.48,369561,7.069002835,-3.946196763,18.51,1509.922692,1507.906926,1511.436,15.78,1506.732,-1.23,0.402084491,-0.001046197,8158256.119,82.27,0.14
20130304,735297,1525.2,1518.2,1525.27,1512.29,341443,7.670944693,63.62566765,12.98,1511.091154,1509.553886,1511.977,9.6,1514.202,4.87,1.047443007,-0.00374933,12837216.55,82.18,0.16
20130305,735298,1539.79,1525.2,1543.47,1525.2,361069,9.219008033,167.8450175,18.27,1512.507692,1512.433516,1512.862,51.94,1522.772,18.41,1.44011911,0.018080388,12997669.2,82.03,0.15
20130306,735299,1541.46,1539.79,1545.25,1538.11,367689,10.46003762,172.3501328,7.14,1514.095385,1515.197943,1515.813,44.52,1527.866,21.67,1.425854888,0.025326638,17386762.64,82.57,0.15
20130307,735300,1544.26,1541.46,1545.78,1541.46,363471,11.53651337,150.9972167,4.32,1515.496154,1517.965758,1519.997,28.27,1533.782,13.32,0.870053693,0.018559051,24250483.98,82.08,0.16
20130308,735301,1551.18,1544.26,1552.48,1542.94,365226,12.8004586,138.6484749,9.54,1517.389231,1521.129019,1523.555,36.5,1540.378,39.23,2.594662522,0.040826983,22401100.38,82.74,0.15
20130311,735304,1556.22,1551.15,1556.27,1547.36,309108,14.04690619,128.9909413,8.91,1519.624231,1524.471017,1530.392,38.02,1546.582,53.8,3.580889498,0.038092301,30348418.36,82.57,0.16
20130312,735305,1552.48,1556.22,1556.77,1548.24,327491,14.56504142,101.4950585,8.53,1521.136154,1527.138539,1535.946,27.28,1549.12,36.88,2.433359726,0.023504329,23673314.84,82.6,0.15
20130313,735306,1554.52,1552.48,1556.39,1548.25,307383,14.96773948,88.13934106,8.14,1523.398077,1529.746297,1539.799,14.73,1551.732,66.67,4.480962463,0.02562849,24122029.27,82.9,0.14
20130314,735307,1563.23,1554.52,1563.32,1554.52,345926,15.80748595,98.74192913,8.8,1525.395769,1532.935222,1544.654,21.77,1555.526,66.29,4.428367202,0.028805742,30033627.84,82.58,0.15
20130315,735308,1560.7,1563.21,1563.62,1555.74,517585,16.08344132,89.57024535,7.88,1527.264231,1535.579486,1548.904,16.44,1557.43,44.71,2.949227897,0.022746204,21084480.73,82.14,0.16
20130318,735311,1552.1,1560.7,1560.7,1545.13,316456,15.4303187,55.69334246,15.57,1528.906923,1537.152868,1551.594,0.92,1556.606,37.42,2.470488816,0.00793119,19097302.82,82.62,0.16
20130319,735312,1548.34,1552.1,1557.25,1538.57,379621,14.44282583,27.42427673,18.68,1530.076538,1538.21831,1552.449,-7.88,1555.778,30.14,1.985245686,0.004443468,16315027.79,83.03,0.15
20130320,735313,1558.71,1548.34,1561.56,1548.34,334909,14.33179495,66.64581813,13.22,1531.680385,1540.169899,1554.174,6.23,1556.616,33.51,2.197088906,0.009270486,19733609.32,82.83,0.15
20130321,735314,1545.8,1558.71,1558.71,1543.55,324327,13.05162209,9.18848066,15.16,1532.694615,1540.706099,1554.328,-8.72,1553.13,6.01,0.390312965,-0.003468327,14823843.68,82.85,0.16
20130322,735315,1556.89,1545.9,1557.74,1545.9,294838,12.78457359,36.58637181,11.94,1534.100769,1542.247423,1554.899,-6.34,1552.368,15.43,1.000999053,0.000430345,20649150.82,82.37,0.15
20130325,735318,1551.69,1556.89,1564.91,1546.22,317817,12.01483959,38.24696249,18.69,1535.266538,1543.146716,1554.446,-9.01,1552.286,7.43,0.481136596,-0.000508863,13606957.94,82.93,0.15
20130326,735319,1563.77,1551.69,1563.95,1551.69,286926,12.23849712,124.1053464,12.26,1536.958077,1545.110838,1555.575,11.67,1555.372,12.59,0.811640171,0.005915192,23263535.43,82.89,0.14
20130327,735320,1562.85,1563.75,1564.07,1551.9,291421,12.20086702,101.273879,12.17,1538.185385,1546.800282,1556.408,14.51,1556.2,6.63,0.426032309,-0.000243086,26791312.72,83.21,0.12
20130328,735321,1569.19,1562.86,1570.28,1561.08,330444,12.5380985,181.2265484,9.2,1540.386923,1548.932636,1557.004,10.48,1560.878,16.71,1.076342368,0.005410435,26304799.32,83,0.13
20130401,735325,1562.17,1569.18,1570.57,1558.47,275311,12.09942689,107.2243839,12.1,1542.685,1550.193338,1557.151,5.28,1561.934,7.65,-0.06780832,0.006446161,28491821.87,82.73,0.16
20130402,735326,1570.25,1562.17,1573.66,1562.17,331216,12.26241151,144.0744686,11.49,1544.786923,1552.103496,1558.966,18.56,1565.646,7.02,0.611904914,0.013953192,28044084.73,82.89,0.15
20130403,735327,1553.69,1570.25,1571.47,1549.8,406061,10.92933779,4.999246747,21.67,1547.319231,1552.254592,1559.501,-10.08,1563.63,-7.01,0.102441853,-0.003220612,20007024.32,82.76,0.14
20130404,735328,1559.98,1553.69,1562.6,1552.52,335067,10.26212233,7.81012273,10.08,1549.743846,1552.990345,1559.628,-3.79,1563.056,7.88,0.507699246,0.00908986,23839962.92,82.72,0.14
20130405,735329,1553.28,1559.98,1559.98,1539.5,351541,9.087954981,-82.79213607,20.48,1551.178077,1553.017931,1560.376,-10.49,1559.874,4.94,0.076026029,-0.002318725,21052881.25,82.56,0.15
20130408,735332,1563.07,1553.26,1563.07,1548.63,288712,8.845425519,9.716906016,14.44,1553.039231,1553.975271,1560.994,0.22,1560.054,4.36,0.951341437,0.007280544,21457701.07,82.71,0.15
20130409,735333,1568.61,1563.11,1573.89,1560.92,325278,8.996544311,126.2757919,12.97,1554.978077,1555.369055,1562.686,-0.58,1559.726,22.81,0.635140597,0.003085534,19635519.05,82.39,0.15
20130410,735334,1587.73,1568.61,1589.07,1568.61,345335,10.53765967,218.4456193,20.46,1557.383077,1558.451049,1565.082,18.54,1566.534,30.84,2.712511321,0.015670171,23264614.2,82.49,0.15
20130411,735335,1593.37,1587.73,1597.35,1586.17,339395,12.07491347,228.3792149,11.18,1559.443846,1561.776664,1568.134,31.2,1573.212,41.68,2.343132784,0.015175383,22724346.13,82.25,0.15
20130412,735336,1588.85,1593.3,1593.3,1579.97,320629,12.78113895,146.6872111,13.4,1561.266538,1564.355077,1570.1,18.6,1580.326,25.08,2.394808241,0.016792019,17478488.01,82.1,0.15
20130415,735339,1552.36,1588.84,1588.84,1552.28,466013,10.27791231,-18.78347563,36.57,1561.578077,1563.212688,1569.119,-1.33,1578.184,-10.49,-0.729646943,-0.01139309,7963044.292,82.3,0.15
20130416,735340,1574.57,1552.36,1575.35,1552.36,365470,9.971305542,-1.095700215,22.99,1562.477692,1564.294337,1569.551,11.5,1579.376,5.38,0.74991202,0.013260763,15283586.69,81.83,0.15
20130417,735341,1552.01,1574.57,1574.57,1543.69,425031,7.817795334,-80.86710748,30.88,1562.315769,1563.1244,1569.383,-16.6,1572.232,-10.16,-1.094832366,-0.00510904,9327844.261,82.65,0.15
20130418,735342,1541.61,1552.03,1554.38,1536.03,389080,5.211850923,-142.7910678,18.35,1561.897692,1561.07541,1567.546,-46.12,1561.88,-28.64,-1.757594683,-0.007513133,928991.7131,82.56,0.15
20130419,735343,1555.25,1541.61,1555.89,1539.4,356987,4.198853439,-88.6033104,16.49,1561.925769,1560.520609,1567.743,-38.12,1555.16,1.56,-0.442973556,-0.005002975,11920883.34,82.75,0.15
20130422,735346,1562.5,1555.25,1565.55,1548.19,297988,3.935691839,-32.21590416,17.36,1561.897692,1560.709122,1567.686,-26.35,1557.188,2.52,-0.493551982,-0.003895168,16788238.99,82.65,0.15
20130423,735347,1578.78,1562.5,1579.58,1562.5,356515,4.983349367,49.77203435,17.08,1562.593077,1562.430158,1568.703,26.42,1558.03,25.5,1.614865256,-0.005636979,23042186.71,83,0.14
20130424,735348,1578.79,1578.78,1583,1575.8,359824,5.748171085,70.56109451,7.2,1563.619615,1563.988238,1567.809,4.22,1563.386,15.72,1.005713116,-0.009150417,19117848.66,82.95,0.13
20130425,735349,1585.16,1578.93,1592.64,1578.93,390858,6.790032304,90.18595311,13.85,1565.035769,1566.004597,1566.988,33.15,1572.096,16.55,1.055074238,-0.002322434,26054406.47,82.78,0.13
20130426,735350,1582.24,1585.16,1585.78,1577.56,319862,7.295991581,59.92945531,8.22,1565.940769,1567.550826,1566.327,40.63,1577.494,-5.49,-0.345776675,0.018884619,19560613.06,82.49,0.13
20130429,735353,1593.61,1582.34,1596.65,1582.34,289120,8.516261765,92.39977073,14.41,1567.779615,1570.032652,1570.452,52,1583.716,0.24,0.370340045,0.011947716,24526166.5,82.14,0.13
20130430,735354,1597.57,1593.58,1597.57,1586.5,374507,9.691159924,97.74907767,11.07,1569.344231,1572.655256,1572.752,55.96,1587.474,8.72,0.619752729,0.028518312,22953299.75,81.72,0.14
20130501,735355,1582.7,1597.55,1597.55,1581.28,353032,9.315012784,69.18439839,16.29,1570.536923,1573.611899,1575.821,41.09,1588.256,30.34,-0.316804494,0.025961964,18629916.56,81.62,0.14
20130502,735356,1597.59,1582.77,1598.6,1582.77,336695,10.10196289,93.13692765,15.9,1571.837692,1575.895527,1581.419,42.34,1590.742,23.02,0.264847462,0.026502419,18359899.75,82.23,0.15
20130503,735357,1614.42,1597.6,1618.46,1597.6,360391,11.94596125,143.8274386,20.87,1573.821154,1579.564525,1587.336,51.92,1597.178,62.41,1.609340089,0.032160157,24943873.43,82.08,0.14
20130506,735360,1617.5,1614.4,1619.77,1614.21,306224,13.50025101,145.8216053,5.56,1575.679231,1583.177427,1592.836,38.72,1601.956,75.89,4.196191605,0.023938176,24306392.1,82.33,0.14
20130507,735361,1625.96,1617.55,1626.03,1616.64,330958,15.23902218,145.7576434,9.39,1578.132692,1587.251958,1597.554,47.17,1607.634,70.71,3.263748198,0.029010554,32915788.53,82.28,0.12
20130508,735362,1632.69,1625.95,1632.78,1622.7,355470,16.96450931,148.6510321,10.08,1580.534231,1591.57939,1602.944,47.53,1617.632,70.19,5.198420113,0.029111466,33296742.27,81.9,0.12
20130509,735363,1626.67,1632.69,1635.01,1623.09,345740,17.64283102,118.287037,11.92,1583.341154,1594.921353,1607.095,44.43,1623.448,47.89,5.517608215,0.027313469,32694092.36,82.68,0.12
20130510,735364,1633.7,1626.69,1633.7,1623.71,308647,18.53401948,104.4773144,9.99,1586.176538,1598.614558,1612.241,36.11,1627.304,54.91,5.044205112,0.024539389,32896704.05,83.1,0.12
20130513,735367,1633.77,1632.1,1636,1626.74,291060,19.02661421,94.89860746,9.26,1589.272308,1601.962695,1616.257,19.35,1630.558,48.61,4.56128,0.022157342,31526776.6,83.2,0.12
20130514,735368,1650.34,1633.75,1651.1,1633.75,345779,20.51754609,122.5596401,17.35,1592.628846,1606.570057,1621.534,32.84,1635.434,68.1,4.53261379,0.040985494,31703487.87,83.62,0.11
20130515,735369,1658.78,1649.13,1661.49,1646.68,365744,22.12511328,137.1121512,14.81,1596.096923,1611.542433,1629.142,32.82,1640.652,65.17,5.066538298,0.036888557,32530691.48,83.79,0.12
20130516,735370,1650.47,1658.07,1660.51,1648.6,351313,22.46955922,115.2777025,11.91,1598.51,1615.24982,1634.43,17.78,1645.412,52.9,4.120088824,0.021842263,30798479.43,83.74,0.11
20130517,735371,1667.47,1652.45,1667.47,1652.45,344071,23.83948628,131.324298,17,1601.36,1620.223171,1639.735,40.8,1652.166,84.77,5.386667004,0.029967556,44889939.83,84.21,0.1
20130520,735374,1666.29,1665.71,1672.84,1663.52,327508,24.54698484,131.1964825,9.32,1604.338462,1624.610488,1644.614,32.59,1658.67,68.7,4.300227217,0.02420347,39873410.82,83.82,0.1
20130521,735375,1669.16,1666.2,1674.93,1662.67,351356,25.05050098,113.6387155,12.26,1608.830769,1628.853298,1648.934,35.39,1662.434,54.74,3.390691394,0.021849313,46015455.53,83.84,0.09
20130522,735376,1655.35,1669.39,1687.18,1648.86,436102,24.05786546,82.87761474,38.32,1611.937692,1631.376794,1651.2,5.01,1661.748,37.85,2.340030912,0.017325641,47055824.71,84.29,0.08
20130523,735377,1650.51,1651.62,1655.5,1635.53,394551,22.619899,11.34091585,19.97,1615.726154,1633.199004,1653.584,-8.27,1661.756,24.55,1.509877242,0.010184731,40279550.24,83.75,0.08
20130524,735378,1649.6,1646.67,1649.78,1636.88,275808,21.16291788,-5.91051438,13.63,1619.879615,1634.761004,1655.174,-0.87,1658.182,16.91,1.035714067,0.009596266,39145400.21,83.65,0.09
20130528,735382,1660.06,1652.63,1674.21,1652.63,345740,20.61465156,68.35331175,24.61,1623.910769,1637.170432,1657.803,-6.23,1656.936,33.39,1.613515333,0.00585521,35834655.67,84.26,0.09
20130529,735383,1648.36,1656.57,1656.57,1640.05,358714,19.01684003,-14.46618286,20.01,1627.213077,1638.236105,1657.605,-20.8,1652.776,14.66,0.893026558,-0.006281725,33351819.27,83.62,0.08
20130530,735384,1654.41,1649.14,1661.91,1648.61,349862,18.03089835,15.94968802,13.55,1630.121923,1639.776476,1657.168,-0.94,1652.588,20.64,0.246615849,0.002381514,32768717.29,83,0.08
