Ntime,time,Close Price,Open Price,High Price,Low Price,Volume,MACD,CCI,ATR,BOLL,EMA20,MA10,MTM6,MA5,MTM12,ROC,SMI,WVAD,US Dollar Index,Federal Fund Rate
20090109,733782,890.35,909.91,911.93,888.31,471650,6.147379675,8.320749557,23.62,890.0776923,896.2077669,903.679,-0.29,913.776,18.72,2.147700286,0.019711349,9457905.243,82.52,0.09
20090112,733785,870.26,890.4,890.4,864.32,472505,3.203325806,-56.93731651,26.08,890.0592308,893.736551,903.425,-32.99,902.338,7.1,0.822558969,0.000965229,-6153851.72,83.2,0.1
20090113,733786,871.79,869.79,877.02,862.02,501747,0.982277039,-70.92505124,15,891.0811538,891.6464033,903.662,-55.66,889.756,3.64,0.419282382,-0.021164556,-15569489.59,84.25,0.1
20090114,733787,842.62,867.28,867.28,836.93,540788,-3.096006492,-125.3051176,34.86,889.7946154,886.977222,898.86,-92.08,876.95,-30.18,-2.940736048,-0.067124273,-18555768.11,84.28,0.15
20090115,733788,843.74,841.99,851.59,817.04,780735.04,-6.166616021,-140.1474711,34.55,887.2576923,882.8593913,892.909,-62.91,863.752,-25.68,-3.329514207,-0.094505259,-21105454.89,84.62,0.18
20090116,733789,850.12,844.45,858.13,830.66,678604,-7.993143533,-104.2009124,27.47,885.775,879.7413541,884.741,-59.61,855.706,-40.52,-2.219870718,-0.083379158,-9780272.37,84.04,0.19
20090120,733793,805.22,849.64,849.64,804.47,637523,-12.91486003,-144.1559165,45.65,882.1588462,872.6440822,872.518,-65.04,842.698,-98.03,-10.85303072,-0.13852573,-27494139.93,86.13,0.2
20090121,733794,840.24,806.77,841.72,804.3,646783,-13.8301096,-101.8770136,37.42,880.8761538,869.5579792,863.072,-31.55,836.388,-91.56,-9.403202329,-0.07324767,-9336173.811,85.46,0.23
20090122,733795,827.5,839.74,839.74,811.29,584383,-15.40587368,-91.94429762,28.95,878.8673077,865.5524573,855.157,-15.12,833.364,-99.95,-11.46892051,-0.090389456,-28430561.49,85.56,0.21
20090123,733796,831.95,822.16,838.61,806.07,583216,-16.10989541,-81.40146078,32.54,877.4588462,862.3522233,847.379,-11.79,831.006,-102.75,-8.239122043,-0.065592183,-22655378.23,85.58,0.18
20090126,733799,836.57,832.5,852.53,827.69,603994,-16.10934382,-48.01019455,24.84,874.5123077,859.8967735,842.001,-7.17,828.296,-70.08,-7.729553852,-0.038712569,-13469858.22,84.48,0.19
20090127,733800,845.71,837.3,850.45,835.4,535326,-15.1962126,-29.46233534,15.05,872.2542308,858.5456522,839.546,1.97,836.394,-64.02,-6.721447085,-0.029915461,-8429497.815,84.52,0.18
20090128,733801,874.09,845.73,877.86,845.73,619918,-12.04368856,42.07492616,32.15,871.8238462,860.0260663,839.776,30.35,843.164,-16.26,-3.591242486,0.036003158,8645390.074,84.49,0.19
20090129,733802,845.14,868.89,868.89,844.15,506706,-11.74591401,17.16682172,29.94,870.18,858.6083457,840.028,1.4,846.692,-25.12,-6.784315888,0.00165653,574605.6663,85.38,0.23
20090130,733803,825.88,845.69,851.66,821.67,535058,-12.91516856,-51.6397919,29.99,868.4203846,855.4913604,838.242,-17.86,845.478,-45.91,-8.908619644,-0.028513622,-9950811.298,85.84,0.23
20090202,733806,825.44,823.09,830.78,812.87,567327,-13.71916948,-90.59719514,17.91,866.9696154,852.629326,835.774,-24.68,843.252,-17.18,-9.265386433,0.024496026,-10059361.36,85.95,0.24
20090203,733807,838.51,825.69,842.6,821.98,588631,-13.15011984,-20.32393484,20.62,865.8296154,851.2846283,839.103,-11.61,841.812,-5.23,-5.822429382,-0.002058936,-1044416.938,84.88,0.24
20090204,733808,832.23,837.77,851.85,829.18,642045,-13.05539297,7.522082987,22.67,864.2692308,849.4699018,838.302,27.01,833.44,-17.89,-4.369958403,0.005683525,-11196162.66,85.7,0.24
20090205,733809,845.85,831.75,850.55,819.91,662403,-11.74590163,13.8992219,30.64,863.3626923,849.1251493,840.137,5.61,833.582,40.63,-2.975487216,0.016433174,-10368115.34,86.09,0.23
20090206,733810,868.6,846.09,870.75,845.42,648410,-8.771275638,148.515617,25.33,862.515,850.979897,843.802,41.1,842.126,28.36,3.083240369,0.036875432,-5023311.929,85.29,0.23
20090209,733813,869.89,868.24,875.01,861.65,557437,-6.237864664,149.035054,13.36,861.2319231,852.7808592,847.134,37.94,851.016,42.39,3.099295992,0.027796618,-2585006.624,84.88,0.22
20090210,733814,827.16,866.87,868.05,822.99,677016.96,-7.590572708,-15.54830283,46.9,857.2073077,850.3407773,845.279,1.72,848.746,-4.79,-2.700795182,-0.053690123,-19307006.72,85.58,0.24
20090211,733815,833.74,827.41,838.22,822.3,592646,-8.038984165,-64.43658146,15.92,853.6030769,848.7597509,841.244,-4.77,849.048,-2.83,-1.926786807,-0.013488889,-5671884.557,85.71,0.22
20090212,733816,835.19,829.91,835.48,808.06,647646,-8.183021812,-95.09070659,27.42,849.7757692,847.4673937,840.249,2.96,846.916,-10.52,3.721964184,0.011147164,-6173087.966,86.1,0.23
20090213,733817,826.84,833.95,839.43,825.21,529665,-8.868714876,-64.39460136,14.22,846.7061538,845.50288,840.345,-19.01,838.564,-47.25,-1.594782443,0.001693193,-3225212.108,86.11,0.22
20090217,733821,789.17,818.61,818.61,789.17,590782,-12.30988506,-196.0091524,37.67,842.0692308,840.1378438,836.718,-80.72,822.42,-55.97,-5.142135946,-0.058842471,-8847935.239,87.76,0.25
20090218,733822,788.42,791.06,796.17,780.43,574071,-14.92550403,-207.4810387,15.74,838.1488462,835.2123349,831.709,-38.74,814.672,-37.46,-4.484880791,-0.052641698,-12496364.89,88.14,0.23
20090219,733823,778.94,787.91,797.58,777.03,574694,-17.56092625,-169.5806411,20.55,834.6365385,829.8530649,826.38,-54.8,803.712,-46.5,-7.104268285,-0.07910386,-8000748.582,87.5,0.21
20090220,733824,770.05,775.87,778.69,754.25,821059.04,-20.13476502,-167.7321864,24.69,830.7234615,824.1575349,818.8,-65.14,790.684,-68.46,-7.471492256,-0.113458439,-13283811.44,86.62,0.2
20090223,733827,743.33,773.25,777.85,742.37,650930,-24.05335933,-150.0394892,35.48,826.9046154,816.4596744,806.273,-83.51,773.982,-88.9,-12.12035231,-0.14548966,-28378354.83,87.33,0.19
20090224,733828,773.14,744.69,775.49,744.69,723448.96,-24.47136501,-102.6879528,32.16,824.1892308,812.3339912,796.598,-53.7,770.776,-72.71,-10.99009901,-0.0653078,1437201.001,86.89,0.21
20090225,733829,764.9,770.64,780.12,752.89,748364,-25.17730833,-84.34896954,27.23,820.9115385,807.8164682,790.372,-24.27,766.072,-103.7,-12.0693421,-0.082567707,-15651348.91,87.86,0.21
20090226,733830,752.83,765.76,779.42,751.75,759996.96,-26.40632593,-81.52030185,27.67,818.8965385,802.5796617,782.281,-35.59,760.85,-117.06,-8.986169544,-0.098612292,-15649221.65,87.8,0.22
20090227,733831,735.09,749.93,751.27,734.52,892648,-28.48346137,-110.5701844,18.31,814.8523077,796.1520749,772.271,-43.85,753.858,-92.07,-11.83222587,-0.110964636,-37366183.14,88.15,0.22
20090302,733834,700.82,729.57,729.57,699.7,786828.96,-32.520038,-156.7617807,35.39,809.98,787.0728296,759.669,-69.23,745.356,-132.92,-16.0885547,-0.111953065,-55587449.66,88.91,0.22
20090303,733835,696.33,704.44,711.67,692.3,758323.04,-35.67017596,-154.2954149,19.37,804.7638462,778.4306554,750.385,-47,729.994,-138.86,-15.78419041,-0.116803227,-68330146.02,89.07,0.2
20090304,733836,712.87,698.6,724.12,698.6,767362,-36.41230483,-117.3564223,27.79,800.0061538,772.1867834,742.83,-60.27,719.588,-113.97,-13.7838034,-0.084820397,-71590805.05,88.48,0.21
20090305,733837,682.55,708.27,708.27,677.93,750724.96,-38.99747925,-136.7320507,34.94,793.7307692,763.6499469,733.191,-82.35,705.532,-106.62,-13.510397,-0.113628985,-73643668.64,89.1,0.2
20090306,733838,683.38,684.04,699.09,666.79,733183.04,-40.51227425,-123.7028901,32.3,786.3957692,756.0051901,724.524,-69.45,695.19,-105.04,-13.32284823,-0.080650586,-64960863.09,88.59,0.2
20090309,733841,676.53,680.76,695.27,672.88,727732,-41.78383987,-105.9896175,22.39,779.9107692,748.4361244,717.844,-58.56,690.332,-102.41,-13.1473541,-0.124957964,-69133873.19,89.17,0.2
20090310,733842,719.6,679.28,719.6,679.28,861832.96,-38.86812814,-48.92102796,43.07,775.8230769,745.6898268,712.49,18.78,694.986,-50.45,-6.551522628,-0.059223428,-57803841.43,88.62,0.2
20090311,733843,721.36,719.59,731.92,713.85,728780.96,-36.00039812,-7.603174452,18.07,771.82,743.3727004,708.136,25.03,696.684,-21.97,-2.955618635,-0.041802266,-53141995.3,87.63,0.19
20090312,733844,750.74,720.89,752.63,714.76,732663.04,-30.99963644,39.91612207,37.87,768.4442308,744.074348,707.927,37.87,710.322,-22.4,-2.897276043,0.020846099,-47973323.35,87.36,0.18
20090313,733845,756.55,751.97,758.29,742.46,678708.96,-26.26491278,73.8481313,15.83,765.5334615,745.2625053,710.073,74,724.956,-8.35,-1.091645967,0.07366334,-56228061.49,87.26,0.15
20090316,733848,753.89,758.84,774.53,753.37,788354,-22.46824993,96.52191088,21.16,761.9965385,746.0841715,715.38,70.51,740.428,1.06,0.14080204,0.076350661,-61488788.28,87,0.2
20090317,733849,778.12,753.88,778.12,749.93,615680,-17.30473061,115.9788943,28.19,758.5165385,749.1352028,723.559,101.59,752.132,43.03,5.853704989,0.083855961,-35781510.99,86.88,0.2
20090318,733850,794.35,776.01,803.04,765.64,909844.96,-11.7673325,147.4858269,37.4,755.6111538,753.441374,731.707,74.75,766.73,93.53,13.34579493,0.140744005,-31167299.05,84.1,0.18
20090319,733851,784.04,797.92,803.24,781.82,903387.04,-8.117264664,125.9217371,21.42,753.9526923,756.3555288,741.856,62.68,773.39,87.71,12.59603923,0.128386307,-44684435.23,83.07,0.17
20090320,733852,768.54,784.58,788.91,766.2,764372,-6.401487703,80.26778538,22.71,751.445,757.5159546,750.372,17.8,775.788,55.67,7.809277989,0.119720509,-55460906.6,83.71,0.18
20090323,733855,822.92,772.31,823.37,772.31,771576.96,-0.646260879,120.3085533,54.83,750.9730769,763.7449113,765.011,66.37,789.594,140.37,20.56552634,0.125552909,-25305715.7,83.47,0.17
20090324,733856,806.12,820.6,823.65,805.48,676798,2.530013821,111.3617137,18.17,750.1761538,767.7806341,773.663,52.23,795.194,122.74,17.96072463,0.105145636,-33848498.91,84.1,0.17
20090325,733857,813.88,806.81,826.78,791.37,768718,5.608747404,98.38528027,35.41,751.1265385,772.1710499,782.915,35.76,799.1,137.35,20.30212999,0.077579004,-25074377.05,83.77,0.17
20090326,733858,832.86,814.06,832.98,814.06,699296,9.471017334,116.0540285,19.1,752.8357692,777.9509499,791.127,38.51,808.864,113.26,15.73929961,0.091624042,-5417622.643,84.12,0.16
20090327,733859,815.94,828.68,828.68,813.43,560021,11.03933688,92.68168512,19.43,754.2588462,781.5689547,797.066,31.9,818.344,94.58,13.11134524,0.076047258,-3331092.848,85.14,0.15
20090330,733862,787.53,809.07,809.07,779.81,591266,9.875948074,23.65163046,36.13,754.9311538,782.1366733,800.43,18.99,811.266,36.79,4.900498175,0.011948751,-27903025.93,85.67,0.16
20090331,733863,797.87,790.88,810.48,790.88,608910,9.676758004,35.35806635,22.95,757.0288462,783.6350853,802.405,-25.05,809.616,41.32,5.461635054,0.004411746,-19304183.45,85.6,0.16
20090401,733864,811.08,793.59,813.62,783.32,603414,10.46421014,35.71602334,30.3,758.4880769,786.2488867,804.078,4.96,809.056,57.19,7.585987346,0.033338265,-5297938.579,85.47,0.16
20090402,733865,834.38,814.53,845.61,814.53,754280.96,12.82059902,128.7651898,34.53,761.1603846,790.8328023,809.112,20.5,809.36,56.26,7.230247263,0.07890889,22785994.89,84.3,0.16
20090403,733866,842.5,835.13,842.5,826.7,585564,15.16841823,135.2093195,15.8,764.6092308,795.7534878,816.508,9.64,814.672,48.15,6.061559766,0.023240356,44997720.51,84.17,0.13
20090406,733869,835.48,839.75,839.75,822.79,621000,16.27501827,102.8271137,19.71,768.4703846,799.5369651,817.764,2.62,824.262,51.44,5.177818342,0.035141476,49119780.1,84.73,0.14
20090407,733870,815.55,834.12,834.12,814.53,515558,15.36668475,46.6558195,20.95,772.8830769,801.0620161,818.707,-0.39,827.798,47.01,4.018927606,0.002047698,30030184.67,85.23,0.14
20090408,733871,825.16,816.76,828.42,814.84,593846,15.24651821,44.68897218,13.58,777.8380769,803.3570622,819.835,37.63,830.614,2.24,7.36721576,-0.009245251,51525469.76,85.2,0.14
20090409,733872,856.56,829.29,856.91,829.29,760071.04,17.48346445,150.8043708,31.75,783.3646154,808.4240086,822.205,58.69,835.05,50.44,4.087882176,0.047422247,66969494.92,85.66,0.14
20090413,733876,858.73,855.33,864.31,845.35,643489,19.2099213,160.3739077,18.96,790.1407692,813.2150554,826.484,24.35,838.296,44.85,5.510640389,0.082913139,71824496.03,84.59,0.13
20090414,733877,841.5,856.88,856.88,840.25,756984,18.96916903,95.66575308,18.48,796.2223077,815.9088597,831.881,-1,839.5,8.64,1.037389237,0.051847891,38665590.79,84.78,0.16
20090415,733878,852.06,839.44,852.93,835.58,624110,19.40676574,85.28119599,17.35,802.9734615,819.3518254,837.3,36.51,846.802,36.12,4.426796088,0.048095205,46499241.46,84.95,0.16
20090416,733879,865.3,854.54,870.35,847.04,659867,20.58463479,120.2377571,23.31,808.5773077,823.727842,842.722,40.14,854.83,77.77,9.875179358,0.035733272,40402305.01,85.19,0.15
20090417,733880,869.6,865.18,875.63,860.87,735200.96,21.61590387,126.6583122,14.76,814.2788462,828.096619,846.244,13.04,857.438,71.73,8.990186371,0.031163753,41483726.39,85.88,0.13
20090420,733883,832.39,868.27,868.27,832.39,697396,19.20922404,30.5262244,37.21,817.4192308,828.5055124,845.233,-24.17,852.17,21.31,2.627361049,-0.003698473,28530633.01,86.67,0.14
20090421,733884,850.08,831.25,850.09,826.83,743648.96,18.51590824,11.30878976,23.26,821.0165385,830.5602255,846.693,-8.65,853.886,15.7,1.881636664,0.040619706,29427596.9,86.5,0.15
20090422,733885,843.55,847.26,861.78,840.57,732786,17.24079291,33.89780291,21.21,824.465,831.7973469,849.493,2.05,852.184,1.05,0.12462908,0.021800723,17444217.43,86.28,0.15
20090423,733886,851.92,844.62,852.87,835.45,656310,16.71298697,16.10617384,17.42,827.3034615,833.7137901,852.169,-0.14,849.508,16.44,4.459567163,-0.005417017,34158328.46,85.42,0.17
20090424,733887,866.23,853.91,871.8,853.91,711444,17.25054087,119.9116203,19.88,830.0680769,836.810572,853.136,0.93,848.834,50.68,4.97721654,0.008658209,60599174.32,84.76,0.16
20090427,733890,857.51,862.82,868.83,854.65,561346,16.77950143,81.53366263,14.18,832.8938462,838.7819461,853.014,-12.09,853.858,32.35,0.110908751,0.018670336,39991492.42,85.72,0.17
20090428,733891,855.16,854.48,864.48,847.12,632800,16.03176966,36.74109321,17.36,836.2253846,840.3417607,854.38,22.77,854.874,-1.4,-0.163444476,0.003625053,51008349.74,85.2,0.16
20090429,733892,873.64,856.85,882.06,856.85,610162,16.73742973,136.3788203,26.9,838.1761538,843.5130216,856.538,23.56,860.892,14.91,1.736284979,0.009546266,55968254.08,84.66,0.18
20090430,733893,872.81,876.59,888.7,868.51,686254,17.03334654,149.4563997,20.19,840.7411538,846.30321,857.289,29.26,865.07,31.31,3.72073678,0.003677776,38061911.02,84.79,0.2
20090501,733894,877.52,872.74,880.48,866.1,531217,17.44680448,109.5513173,14.38,843.1888462,849.2762376,858.081,33.97,867.328,25.46,4.280451575,0.051429027,51356813.55,84.51,0.22
20090504,733897,907.24,879.21,907.85,879.21,703884,19.942741,201.8920969,30.33,846.0496154,854.796596,865.566,55.32,877.274,41.94,6.47606976,0.063004277,74555704.99,83.71,0.22
20090505,733898,903.8,906.1,907.7,897.34,688286,21.39656315,175.648695,10.36,849.4288462,859.4635868,870.938,37.57,887.002,34.2,4.449323934,0.066662979,66757097.07,84.16,0.2
20090506,733899,919.53,903.95,920.28,903.95,855504,23.54657694,172.5868841,16.48,854.5057692,865.1841976,878.536,62.02,896.18,87.14,5.741720331,0.073526693,73722133.35,83.98,0.18
20090507,733900,907.39,919.58,929.58,901.36,912010,23.99429057,129.4519139,28.22,858.7180769,869.2037978,884.083,52.23,903.096,57.31,9.010199546,0.04536087,55955592.53,83.84,0.18
20090508,733901,929.23,909.03,930.17,909.03,816328,25.81384637,129.6306995,22.78,863.2623077,874.920579,890.383,55.59,913.438,85.68,9.310888387,0.077182183,66015466.02,82.43,0.17
20090511,733904,909.24,922.99,922.99,908.68,615060,25.35060552,85.69223621,20.55,866.1415385,878.1890953,895.556,36.43,913.838,57.32,7.787327366,0.059478246,56287662.88,82.8,0.17
20090512,733905,908.35,910.52,915.57,896.46,687175.04,24.62777459,56.71296535,19.11,868.6742308,881.0615624,900.875,1.11,914.748,42.12,6.623861395,0.038212143,64923052.93,82.29,0.16
20090513,733906,883.92,905.4,905.4,882.8,709182,21.83196375,1.291540777,25.55,870.5373077,881.3337945,901.903,-19.88,907.626,26.41,2.042182792,0.012569011,44112610.13,82.57,0.16
20090514,733907,893.07,884.24,898.36,882.52,613487,20.12263088,-3.546907722,15.84,873.5188462,882.4515284,903.929,-26.46,904.762,37.91,4.146890415,0.017411849,35836150.56,82.4,0.16
20090515,733908,882.88,892.76,896.97,878.94,543972,17.74121475,-32.53036976,18.03,875.7388462,882.4923352,904.465,-24.51,895.492,9.24,3.241498667,-0.026850668,26804349.89,82.94,0.17
20090518,733911,909.71,886.07,910,886.07,570215,17.8135387,22.27687616,27.12,877.7830769,885.0844938,904.712,-19.52,895.586,36.9,4.128702898,0.006496576,52122749.61,82.55,0.16
20090519,733912,908.13,909.67,916.39,905.22,661627,17.54115958,54.08807539,11.17,879.6830769,887.2793039,905.145,-1.11,895.542,30.61,4.04669974,-0.012397638,41293691.42,82.1,0.15
20090520,733913,903.47,908.62,924.6,901.37,820506,16.75611999,46.45590034,23.23,882.0665385,888.8212749,903.539,-4.88,899.452,-3.77,-0.415546052,-0.004320083,32220087.24,81.18,0.14
20090521,733914,888.33,900.42,900.42,879.61,601984,14.74235827,-102.1970769,23.86,883.4615385,888.7744869,901.633,4.41,898.504,-15.47,-1.711661872,-0.044014937,19725314.15,80.49,0.17
20090522,733915,887,888.68,896.65,883.75,515532,12.89052377,-93.42633794,12.9,884.2961538,888.6054881,897.41,-6.07,899.328,-32.53,-3.537676857,-0.024459989,35440354.31,80.04,0.17
20090526,733919,910.33,887,911.76,881.46,566705,13.15383835,-11.28000507,30.3,885.8626923,890.6744892,897.519,0.62,899.452,2.94,-2.033942081,0.002175035,32259029.92,80.09,0.18
20090527,733920,893.06,909.95,913.84,891.87,569880,11.83257384,-15.92363764,21.97,888.1961538,890.9016807,895.99,-15.07,896.438,-36.17,-1.779508161,0.010234475,26367970.6,80.76,0.17
20090528,733921,906.83,892.96,909.45,887.6,573898,11.76101249,2.395423764,21.85,890.3788462,892.4186635,898.281,-1.3,897.11,-2.41,-0.265056531,0.015173737,27600943.21,80.56,0.17
20090529,733922,919.14,907.02,920.02,903.56,605042,12.55291157,115.9636635,16.46,893.2861538,894.9635527,900.888,11.01,903.272,10.79,1.088821433,0.039449921,28131229.08,79.23,0.19
20090601,733925,942.87,923.26,947.77,923.26,637044,14.92328365,245.4800148,28.63,896.7842308,899.5260715,906.887,39.4,914.446,58.95,3.800297242,0.035169217,42690723.34,79.19,0.21
20090602,733926,944.74,942.87,949.38,938.46,598734,16.75952065,199.4614909,10.92,899.8038462,903.8321599,910.39,56.41,921.328,51.67,6.880713187,0.038751403,44212978.63,78.45,0.2
20090603,733927,931.76,942.51,942.51,923.85,532377,16.97173459,113.8835006,20.89,902.6596154,906.4919542,912.753,44.76,929.068,48.88,4.332247192,0.030361896,29853307.55,79.5,0.21
20090604,733928,942.46,932.49,942.47,929.32,535289,17.79815025,112.7649796,13.15,906.0173077,909.9174824,916.652,55.46,936.194,32.75,6.748368974,0.057434798,41431099.14,79.44,0.2
20090605,733929,940.09,945.67,951.69,934.13,527791,18.05373915,105.0042808,17.56,908.5730769,912.7910555,921.828,29.76,940.384,31.96,3.339525783,0.056473316,34595593.06,80.67,0.21
20090608,733932,939.14,938.12,946.33,926.44,448343,17.97246277,72.60831356,19.89,911.1242308,915.3004788,927.042,46.08,939.638,35.67,3.414709348,0.030677002,21401155.61,80.87,0.21
20090609,733933,942.43,940.35,946.92,936.15,443995,17.96642045,75.96147103,10.77,913.6207692,917.8842427,930.252,-0.44,939.176,54.1,4.31226272,0.052385854,25821338.29,79.81,0.18
20090610,733934,939.15,942.73,949.77,927.97,537942,17.49528848,57.77441178,21.8,914.8480769,919.9095529,934.861,-5.59,940.654,52.15,5.720846983,0.034414098,9579369.693,80.32,0.18
20090611,733935,944.89,939.04,956.23,939.04,550084,17.38468323,77.05144764,17.19,916.4284615,922.2886431,938.667,13.13,941.14,34.56,6.526493799,0.027251849,20545228.26,79.6,0.17
20090612,733936,946.21,943.44,946.3,935.66,452812,17.20520979,57.85219045,10.64,917.4546154,924.5668676,941.374,3.75,942.364,53.15,6.675310034,0.003529872,6577728.365,80.13,0.17
20090615,733939,923.72,942.45,942.45,919.65,469788,15.07445185,-18.1882274,26.56,918.0826923,924.4862135,939.459,-16.37,939.28,16.89,1.47089517,-0.022249508,11128894.08,81.16,0.22
20090616,733940,911.97,925.6,928,911.6,495120,12.29594404,-103.8740512,16.4,917.4188462,923.2941932,936.182,-27.17,933.188,-7.17,2.117438918,-0.021239375,4422511.584,80.75,0.22
20090617,733941,910.71,911.89,918.44,903.78,552365,9.878412924,-163.0514717,14.66,917.4753846,922.0956986,934.077,-31.72,927.5,-32.16,-3.410862579,-0.033688432,17142028.03,80.29,0.24
20090618,733942,918.37,910.86,921.93,907.94,468401,8.482815461,-129.913002,13.99,917.8607692,921.7408702,931.668,-20.78,922.196,-26.37,-2.791244152,-0.023104171,15308982.37,80.58,0.25
20090619,733943,921.23,919.96,927.09,915.8,571339,7.520876532,-76.31888952,11.29,919.2957692,921.6922159,929.782,-23.66,917.2,-10.53,-1.130119344,-0.019070639,24368887.99,80.36,0.25
